biogeographic_zone,region,site,family,species,species_code,life_form,wsg,wsg_id,wsg_specificity,a,b,c,d,dbh_min_cm,dbh_max_cm,sample_size,dbh_units_original,biomass_units_original,allometry_development_method,site_dbh_unit,equation_id,equation_form,equation_allometry,equation_grouping,independent_variable,regression_model,other_equations_tested,log_biomass,bias_corrected,bias_correction_factor,notes_fitting_model,dependent_variable_biomass_component,allometry_specificity,proxy_species,geographic_area,biomass_equation_source,ref_id,wsg_source,ref_wsg_id,original_data_availability,notes_to_consider,warning
Nearctic,North America,Wabikon,Caprifoliaceae,Lonicera canadensis,LONCAN,Shrub,NRA,,,51.996,2.77,,,0.12,0.69,20,cm,g,harvest,mm,,a*(DBA^b),51.996*(dba^2.77),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Lonicera canadensis,Canada,Smith et al. 1983,,NA,,,DBA= stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wabikon,Rosaceae,Malus pumila,MALPUM,Tree,0.61,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Betulaceae,Ostrya virginiana,OSTVIR,Tree,0.63,,,4.97,2.34,1,,1,9,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(4.97+2.34*dbh+1*log(dbh)),E,DBH,,,,1,0,,Stem and branches (live),Species,,New Hampshire,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Betulaceae,Ostrya virginiana,OSTVIR,Tree,1.63,,,1.92,1.86,1,,1,9,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(1.92+1.86*dbh+1*log(dbh)),E,DBH,,,,1,0,,Foliage total,Species,,New Hampshire,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Pinaceae,Picea glauca,PICGLA,Tree,0.37,,,0.0777,2.472,,,1.1,32.6,,cm,kg,harvest,mm,,a*(DBH^b),0.0777*(dbh^2.472),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Minessota,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Pinaceae,Picea mariana,PICMAR,Tree,0.38,,,0.153,2.248,,,1.4,23.4,,cm,kg,harvest,mm,,a*(DBH^b),0.153*(dbh^2.248),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Minessota,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Pinaceae,Pinus strobus ,PINSTR,Tree,0.34,,,5.2831,2.0369,,,1,55,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(5.2831+2.0369*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Eastern U.S.,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Salicaceae,Populus balsamifera ,POPBAL,Tree,0.31,,,9.1583,-0.4291,0.005799,2,2.5,55,,mm,kg,harvest,mm,,a+(b*DBH)+c*(DBH^d),9.1583+(-0.4291*dbh)+0.005799*(dbh^2),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,New York,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Salicaceae,Populus grandidentata,POPGRA,Tree,0.36,,,1.2696,1.3889,2,,0.68,7.49,,cm,g,harvest,mm,,10^(a+b*(log10(DBH^c))),10^(1.2696+1.3889*(log10(dbh^2))),E,DBH,,,,1,1.012,,Total aboveground biomass,Species,,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Salicaceae,Populus tremuloides,POPTRE,Tree,0.35,,,-0.685,2.249,,,14.7,39.7,,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(-0.685+2.249*(log10(dbh))),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Rosaceae,Prunus pensylvanica,PRUPEN,Tree,0.5,,,1.1981,1.5876,,,0.37,6.83,,cm,g,harvest,mm,,10^(a+b*(log10(DBH))),10^(1.1981+1.5876*(log10(dbh))),E,DBH,,,,1,1.017,,Total aboveground biomass,Species,Prunus serotina,Ohio,Jenkins et al. 2004,,US Report,,,,
Nearctic,North America,Wabikon,Rosaceae,Prunus serotina,PRUSER,Tree,0.47,,,1.1981,1.5876,,,0.37,6.83,,cm,g,harvest,mm,,10^(a+b*(log10(DBH))),10^(1.1981+1.5876*(log10(dbh))),E,DBH,,,,1,1.017,,Total aboveground biomass,Species,,Ohio,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Rosaceae,Prunus virginiana ,PRUVIR,Tree,0.47,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Fagaceae,Quercus rubra ,QUERUB,Tree,0.56,,,-2.972,-0.017,2.873,1,2.8,69.5,,cm,kg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-2.972-0.017*dbh+2.873*(log(dbh))),E,DBH,,,,1,1.05,,Total aboveground biomass,Species,,Wisconsin,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Grossulariaceae,Ribes cynosbati ,RIBCYN,Shrub,0.73,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Wabikon,Adoxaceae,Sambucus racemosa ,SAMRAC,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Rosaceae,Sorbus americana,SORAME,Tree,0.42,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Cupressaceae,Thuja occidentalis ,THUOCC,Tree,0.29,,,0.091,2.234,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.091*(dbh^2.234),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Malvaceae,Tilia americana ,TILAME,Tree,0.32,,,0.004884,2.094,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.004884*(dbh^2.094),E,DBH,,,,0,NA,,Foliage total,Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Malvaceae,Tilia americana ,TILAME,Tree,0.32,,,1.4416,2.7324,,,5.08,50.8,,in,lb,harvest,mm,,a*(DBH^b),1.4416*(dbh^2.7324),E,DBH,,,,1,included in model,,Stem and branches (live),Species,,West Virginia,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Pinaceae,Tsuga canadensis,TSUCAN,Tree,0.38,,,6.9159,0.7003,1,,0.1,2.54,,in,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(6.9159+0.7003*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Maine,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wabikon,Ulmaceae,Ulmus americana ,ULMAME,Tree,0.46,,,0.08248,2.468,,,2.5,40,,cm,kg,harvest,mm,,a*(DBH^b),0.08248*(dbh^2.468),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Abies amabilis,ABAM,Tree,0.4,,,3.779,2.473,,,31,90.4,,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(3.779+2.473*(log10(dbh))),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Bristish Columbia,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Abies grandis,ABGR,Tree,0.35,,,0.62,0.8024,0.1724,1,0,10.16,12,in,lb,harvest,mm,,a+(b*DBH)+c*(DBH^2)+d*(DBH^3),0.62+(0.8024*dbh)+0.1724*(dbh^2)+1*(dbh^3),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,Rocky Mountains,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Abies grandis,ABGR,Tree,0.35,,,1.0152,1.6839,1,,2.54,30.48,15,in,lb,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(1.0152+1.6839*dbh+1*log(dbh)),E,DBH,,,,0,NA,,"Crown biomass (branches, foliage, twigs)",Species,,Rocky Mountains,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Abies procera,ABPR,Tree,0.37,,,2.7261,2.3324,,,18.8,111,26,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.7261+2.3324*log(dbh)),E,DBH,,,,,NRA,,Branches (live),Species,,West Cascades,"Means et al. 1994 (Biopak, Eq. 28)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies procera,ABPR,Tree,0.37,,,2.03496,2.1683,,,18.8,111,25,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.03496+2.1683*log(dbh)),E,DBH,,,,,NRA,,Foliage total,Species,,West Cascades,"Means et al. 1994 (Biopak, Eq. 27)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies procera,ABPR,Tree,0.37,,,3.892752,2.5812,,,15.9,235.5,310,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.892752+2.5812*log(dbh)),E,DBH,,,,,NRA,,Stem biomass,Species,,West Cascades,"Means et al. 1994 (Biopak, Eq. 253)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,2.0791,2.5585,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.0791+2.5585*log(dbh)),E,DBH,,,,,NRA,,Branches (live),Genus,,North America,"Means et al. 1994 (Biopak, Eq. 20)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,3.4416,1.9278,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.4416+1.9278*log(dbh)),E,DBH,,,,,NRA,,Foliage total,Genus,,North America,"Means et al. 1994 (Biopak, Eq. 19)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,0.716,2.8796,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(0.716+2.8796*log(dbh)),E,DBH,,,,,NRA,,Stem bark biomass,Genus,,North America,"Means et al. 1994 (Biopak, Eq. 22)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,3.1689,2.6825,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.1689+2.6825*log(dbh)),E,DBH,,,,,NRA,,Stem biomass (without bark),Genus,,North America,"Means et al. 1994 (Biopak, Eq. 21)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Wind River,Sapindaceae,Acer circinatum,ACCI,Shrub,NRA,,,7.2723,1.4835,,,0.1,2.54,,in,g,harvest,mm,,exp(a+b*ln(DBH)),exp(7.2723+1.4835*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Acer glabrum,North Central States,Jenkins et al. 2004,,NA,,,,
Nearctic,North America,Wind River,Sapindaceae,Acer glabrum,ACGL,Tree,0.44,,,7.2723,1.4835,,,0.1,2.54,,in,g,harvest,mm,,exp(a+b*ln(DBH)),exp(7.2723+1.4835*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,North Central States,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Betulaceae,Alnus rubra,ALRU,Tree,0.37,,,5.1312,2.1405,,,1.7,13.2,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(5.1312+2.1405*log(dbh)),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Rosaceae,Amelanchier alnifolia,AMAL,Tree,0.66,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Cornaceae,Cornus nuttallii,CONU,Tree,0.58,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Betulaceae,Corylus cornuta,COCOC,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Ericaceae,Gaultheria shallon,GASH,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Rosaceae,Holodiscus discolor,HODI,Shrub,0.71,,,3.769,3.033,,,0.7,2.2,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.769+3.033*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,Rocky Mountains,"Means et al. 1994 (Biopak, Eq. 767)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Caprifoliaceae,Lonicera ciliosa,LOCI,Shrub,NRA,,,51.996,2.77,,,0.12,0.69,20,cm,g,harvest,mm,,a*(DBA^b),51.996*(dba^2.77),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Lonicera canadensis,Canada,Smith et al. 1983,,NA,,,DBA= stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Ericaceae,Menziesia ferruginea,MEFE,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Rosaceae,Oemleria cerasiformis,OECE,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Pinus monticola,PIMO,Tree,0.35,,,-2.6177,2.4638,,,3,180,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.6177+2.4638*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Pseudotsuga menziesii,PSME,Tree,0.45,,,-3.9371,2.8427,1,,10,40,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-3.9371+2.8427*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Pinaceae,Pseudotsuga menziesii,PSME,Tree,0.45,,,4.98412,2.18584,,,1.4,13.4,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.98412+2.18584*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Oregon,"Means et al. 1994 (Biopak, Eq. 301)",,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Rhamnaceae,Rhamnus purshiana,RHPU,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Ericaceae,Rhododendron macrophyllum,RHMA,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Rosaceae,Rosa gymnocarpa,ROGY,Shrub,NRA,,,37.637,2.779,,,0.2,1.2,32,cm,g,harvest,mm,,a*(DBA^b),37.637*(dba^2.779),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,Idaho/Montana,Smith et al. 1983,,NA,,,DBA= stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Rosaceae,Rubus leucodermis,RULE,Shrub,NRA,,,2.855,2.334,,,0.1,1.1,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(2.855+2.334*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,West Cascades,"Means et al. 1994 (Biopak, Eq. 1107)",,NA,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Rosaceae,Rubus spectabilis,RUSP,Shrub,NRA,,,2.855,2.334,,,0.1,1.1,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(2.855+2.334*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Rubus leucodermis,West Cascades,"Means et al. 1994 (Biopak, Eq. 1107)",,NA,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Taxaceae,Taxus brevifolia,TABR,Tree,0.6,,,-2.6327,2.4757,,,3,109,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.6327+2.4757*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Cupressaceae,Thuja plicata,THPL,Tree,0.31,,,3.34884,2.45446,1,,0.18,2.23,,cm,g,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(3.34884+2.45446*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,DBA= Stem basal diameter (at root collar),
Nearctic,North America,Wind River,Cupressaceae,Thuja plicata,THPL,Tree,0.31,,,-3463.8,1083.9,,,4.2,7,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(-3463.8+1083.9*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,DBA= Stem basal diameter (at root collar),
Nearctic,North America,Wind River,Pinaceae,Tsuga heterophylla,TSHE,Tree,0.42,,,3.68,2.135,,,16,49,8,cm,kg,harvest,mm,,10^(a+b*(log10(DBH))),10^(3.68+2.135*(log10(dbh))),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Bristish Columbia,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Wind River,Ericaceae,Vaccinium membranaceum,VAME,Shrub,0.47,,,3.761,2.37498,,,0.4,3.3,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.761+2.37498*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Vaccinium parvifolium,"Oregon, Washington","Means et al. 1994 (Biopak, Eq. 187) ",,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Ericaceae,Vaccinium ovalifolium,VAOV,Shrub,0.47,,,3.761,2.37498,,,0.4,3.3,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.761+2.37498*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Vaccinium parvifolium,"Oregon, Washington","Means et al. 1994 (Biopak, Eq. 187) ",,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Wind River,Ericaceae,Vaccinium parvifolium,VAPA,Shrub,0.47,,,3.761,2.37498,,,0.4,3.3,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.761+2.37498*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,"Oregon, Washington","Means et al. 1994 (Biopak, Eq. 187) ",,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Palearctic,Europe,Wytham Woods,Sapindaceae,Acer campestre,ACERCA,Tree,0.53,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Sapindaceae,Acer pseudoplatanus,ACERPS,Tree,0.48,,,-5.644074,2.5189,,,11.5,96.5,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.644074+(2.5189*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Betulaceae,Betula sp.,BETUSP,Tree,0.55,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Betulaceae,Carpinus betulus,CARPBE,Tree,0.53,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Fagaceae,Castanea sativa,CASTSA,Tree,0.5,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Cornaceae,Cornus sanguinea,CORNSA,Shrub,0.58,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Betulaceae,Corylus avellana,CORYAV,Shrub,0.52,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,Global WD database,,,,
Palearctic,Europe,Wytham Woods,Rosaceae,Crataegus monogyna,CRATMO,Shrub,0.62,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Celastraceae,Euonymus europaeus,EUONEU,Shrub,0.6,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,Global WD database,,,,
Palearctic,Europe,Wytham Woods,Fagaceae,Fagus sylvatica,FAGUSY,Tree,0.53,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Rhamnaceae,Frangula alnus,FRANAL,Shrub,0.59,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Oleaceae,Fraxinus excelsior,FRAXEX,Tree,0.49,,,-5.308133,2.4882,,,9,104,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.308133+(2.4882*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Aquifoliaceae,Ilex aquifolium,ILEXAQ,Shrub,0.61,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Pinaceae,Larix decidua,LARIDE,Tree,0.45,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
